_id,ArtistName,TrackName,Popularity,Genres,danceability,energy,speechiness,instrumentalness,valence,duration_ms
4Ryw3Qv9CpkfX8NaPViEjF,Eugenio In Via Di Gioia,Chiodo fisso,36,"['indie folk italiano', 'italian indie pop', 'turin indie']",0.7044943820224719,0.5614658410313673,0.0129712902109996,5.715736040609137e-06,0.7780556423882463,179960
20oenBXlmwIfK0F3fQIjhM,Eminem,Kim,57,"['detroit hip hop', 'hip hop', 'rap']",0.5853932584269663,0.924880722769262,0.7215496368038742,0.0,0.0609565489215379,377893
6Hzle86uYcpy3QkcCmMKgE,"Dream, Ivory","Dream, Ivory",65,"['indie pop', 'modern dream pop']",0.5269662921348315,0.5645112171353162,0.0081286751988931,0.3360406091370558,0.1809940606439512,188266
1Hp3Z63ZMDJG6PxOHTMABf,Generic Animal,Qualcuno che è andato,11,"['emo rap italiano', 'indie rock italiano', 'italian indie pop', 'milan indie', 'r&b italiano']",0.7404494382022472,0.1503400669982743,0.0461777931511587,0.0,0.2539335208919454,173333
2cSRuejq6DU9U6OkSmUw17,Desire,Under Your Spell,58,['canadian electropop'],0.5494382022471911,0.7259161506446046,0.0278450363196125,0.917766497461929,0.4196102948838178,296016
0JXgUS2YH2kmVeyWKM21CF,Descendents,Days Are Blood,10,"['melodic hardcore', 'punk', 'skate punk']",0.4191011235955056,0.7391127804283829,0.0691802144586648,0.8741116751269035,0.2289257059497759,471267
7Jh1bpe76CNTCgdgAdBw4Z,David Bowie,Heroes - 2017 Remaster,76,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.4752808988764045,0.7573850370520759,0.010204081632653,0.4974619289340101,0.4331561946441596,371413
0gylUD9CspOHQScaVdmNxH,itssvd,this really makes me wanna die,43,"['lo-fi chill', 'sad lo-fi', 'sad rap']",0.8449438202247191,0.0851690183737691,0.6852300242130751,0.1837563451776649,0.3091591122225695,109200
3rzYUfyzdZW96cHXnGn1xI,The Smiths,What Difference Does It Make? - 2011 Remaster,60,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",0.3561797752808989,0.889351334889859,0.0228294707713593,0.0001766497461928,0.3893925184953631,229867
5QvBXUm5MglLJ3iBfTX2Wo,"Tyler, The Creator",RUNNING OUT OF TIME,71,"['hip hop', 'rap']",0.3303370786516854,0.3848340270023348,0.050155655482532,0.0004121827411167,0.1486922996769824,177227
1cqqMuifR0snSUYQPk0ehO,Pink Floyd,Free Four - 2011 Remastered Version,34,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.7101123595505618,0.3300172571312557,0.0138360428917329,0.0043756345177664,0.6769823903303116,256747
